"","Date","Provinsi","Total.Cases","Total.Deaths","Total.Recovered","Total.Active.Cases","Location.Level","Population","Population.Density","Longitude","Latitude"
"10454",2021-01-14,"Sulawesi Tengah",5237,143,2921,2173,"Province",2955567,47.79,121.2010927,-1.00413668
"10455",2021-01-14,"Sulawesi Tenggara",8662,165,7139,1358,"Province",2635461,69.23,122.070311,-4.124688793
"10456",2021-01-14,"Sulawesi Utara",10893,347,7913,2633,"Province",2641884,190.17,124.5212396,1.259638212
"10457",2021-01-14,"Sumatera Barat",25059,557,22784,1718,"Province",5519245,131.37,100.4650624,-0.850253225
"10458",2021-01-14,"Sumatera Selatan",12822,625,10347,1850,"Province",8217551,89.72,104.1694647,-3.216211808
"10459",2021-01-14,"Sumatera Utara",19397,707,16658,2032,"Province",14874889,203.82,99.05196442,2.191894453
"10460",2021-01-15,"Aceh",9018,373,7348,1297,"Province",5247257,90.54,96.91052174,4.225614628
"10461",2021-01-15,"Bali",20711,588,18149,1974,"Province",4216171,729.43,115.1317136,-8.369471688
"10462",2021-01-15,"Banten",21570,419,10985,10166,"Province",10722374,1109.64,106.1090043,-6.456736388
"10463",2021-01-15,"Bengkulu",4191,133,3800,258,"Province",1999539,100.38,102.3384213,-3.533583627
"10464",2021-01-15,"DKI Jakarta",220433,3688,196120,20625,"Province",10846145,16334.31,106.8361183,-6.204698991
"10465",2021-01-15,"Daerah Istimewa Yogyakarta",16354,368,10832,5154,"Province",3631015,1158.9,110.4448783,-7.89450185
"10466",2021-01-15,"Gorontalo",4057,106,3694,257,"Province",1180651,104.88,122.3760581,0.687002604
"10468",2021-01-15,"Jambi",3858,61,2695,1102,"Province",3493357,69.79,102.7236404,-1.69769766
"10469",2021-01-15,"Jawa Barat",107637,1298,87812,18527,"Province",45161325,1276.55,107.6037083,-6.920432083
"10470",2021-01-15,"Jawa Tengah",99052,4120,67042,27890,"Province",36364072,1108.64,110.2011149,-7.259097177
"10471",2021-01-15,"Jawa Timur",97387,7315,85247,4825,"Province",40479023,846.78,112.7329414,-7.723345579
"10472",2021-01-15,"Kalimantan Barat",3475,28,3141,306,"Province",5422814,36.81,111.1211776,-0.086474572
"10473",2021-01-15,"Kalimantan Selatan",16504,607,14797,1100,"Province",4023049,103.84,115.4385783,-2.993594979
"10474",2021-01-15,"Kalimantan Tengah",10803,203,8870,1730,"Province",2570289,16.74,113.4176536,-1.602484653
"10475",2021-01-15,"Kalimantan Timur",32589,853,26723,5013,"Province",3552191,27.52,116.4684405,0.45385803
"10476",2021-01-15,"Kalimantan Utara",5414,65,2472,2877,"Province",648407,8.59,116.2188791,2.891012621
"10477",2021-01-15,"Kepulauan Bangka Belitung",3328,61,2663,604,"Province",1379767,84.01,106.5499324,-2.447444127
"10478",2021-01-15,"Kepulauan Riau",7462,183,6690,589,"Province",1929400,235.24,108.261746,3.916346
"10479",2021-01-15,"Lampung",7911,403,5452,2056,"Province",9095591,262.7,105.0214366,-4.916792975
"10480",2021-01-15,"Maluku",6001,79,4917,1005,"Province",1847097,39.37,129.576792,-3.192572
"10481",2021-01-15,"Maluku Utara",3075,94,2603,378,"Province",1307803,40.89,127.5391072,0.212036949
"10482",2021-01-15,"Nusa Tenggara Barat",6411,263,4890,1258,"Province",5270247,283.77,117.5086257,-8.606998866
"10483",2021-01-15,"Nusa Tenggara Timur",2859,79,1644,1136,"Province",5411321,111.07,121.592271,-8.682205
"10484",2021-01-15,"Papua",13970,159,8151,5660,"Province",4340348,13.6,138.69603,-4.66620953
"10485",2021-01-15,"Papua Barat",6304,105,5737,462,"Province",1140701,11.08,132.9762624,-2.045160182
"10486",2021-01-15,"Riau",27087,630,24855,1602,"Province",6074100,69.8,101.8051092,0.511647851
"10487",2021-01-15,"Sulawesi Barat",2531,57,1697,777,"Province",1559984,92.93,119.3450194,-2.461746053
"10488",2021-01-15,"Sulawesi Selatan",39701,673,34021,5007,"Province",9426885,201.78,120.1620559,-3.731080714
"10489",2021-01-15,"Sulawesi Tengah",5485,144,3042,2299,"Province",2955567,47.79,121.2010927,-1.00413668
"10490",2021-01-15,"Sulawesi Tenggara",8697,165,7166,1366,"Province",2635461,69.23,122.070311,-4.124688793
"10491",2021-01-15,"Sulawesi Utara",11021,347,7960,2714,"Province",2641884,190.17,124.5212396,1.259638212
"10492",2021-01-15,"Sumatera Barat",25250,562,22817,1871,"Province",5519245,131.37,100.4650624,-0.850253225
"10493",2021-01-15,"Sumatera Selatan",12914,629,10407,1878,"Province",8217551,89.72,104.1694647,-3.216211808
"10494",2021-01-15,"Sumatera Utara",19495,707,16741,2047,"Province",14874889,203.82,99.05196442,2.191894453
"10495",2021-01-16,"Aceh",9035,374,7349,1312,"Province",5247257,90.54,96.91052174,4.225614628
"10496",2021-01-16,"Bali",21030,592,18295,2143,"Province",4216171,729.43,115.1317136,-8.369471688
"10497",2021-01-16,"Banten",21827,423,10998,10406,"Province",10722374,1109.64,106.1090043,-6.456736388
"10498",2021-01-16,"Bengkulu",4226,133,3850,243,"Province",1999539,100.38,102.3384213,-3.533583627
"10499",2021-01-16,"DKI Jakarta",223969,3720,197892,22357,"Province",10846145,16334.31,106.8361183,-6.204698991
"10500",2021-01-16,"Daerah Istimewa Yogyakarta",16656,380,11130,5146,"Province",3631015,1158.9,110.4448783,-7.89450185
"10501",2021-01-16,"Gorontalo",4065,106,3694,265,"Province",1180651,104.88,122.3760581,0.687002604
"10503",2021-01-16,"Jambi",3894,63,2698,1133,"Province",3493357,69.79,102.7236404,-1.69769766
"10504",2021-01-16,"Jawa Barat",111097,1340,89954,19803,"Province",45161325,1276.55,107.6037083,-6.920432083
"10505",2021-01-16,"Jawa Tengah",101049,4164,67859,29026,"Province",36364072,1108.64,110.2011149,-7.259097177
"10506",2021-01-16,"Jawa Timur",98607,7361,85956,5290,"Province",40479023,846.78,112.7329414,-7.723345579
"10507",2021-01-16,"Kalimantan Barat",3531,28,3170,333,"Province",5422814,36.81,111.1211776,-0.086474572
"10508",2021-01-16,"Kalimantan Selatan",16612,610,14873,1129,"Province",4023049,103.84,115.4385783,-2.993594979
"10509",2021-01-16,"Kalimantan Tengah",10900,203,9070,1627,"Province",2570289,16.74,113.4176536,-1.602484653
"10510",2021-01-16,"Kalimantan Timur",33159,861,27028,5270,"Province",3552191,27.52,116.4684405,0.45385803
"10511",2021-01-16,"Kalimantan Utara",5605,65,2472,3068,"Province",648407,8.59,116.2188791,2.891012621
"10512",2021-01-16,"Kepulauan Bangka Belitung",3397,62,2706,629,"Province",1379767,84.01,106.5499324,-2.447444127
"10513",2021-01-16,"Kepulauan Riau",7525,183,6694,648,"Province",1929400,235.24,108.261746,3.916346
"10514",2021-01-16,"Lampung",8025,411,5506,2108,"Province",9095591,262.7,105.0214366,-4.916792975
"10515",2021-01-16,"Maluku",6039,81,4957,1001,"Province",1847097,39.37,129.576792,-3.192572
"10516",2021-01-16,"Maluku Utara",3091,94,2603,394,"Province",1307803,40.89,127.5391072,0.212036949
"10517",2021-01-16,"Nusa Tenggara Barat",6483,263,4904,1316,"Province",5270247,283.77,117.5086257,-8.606998866
"10518",2021-01-16,"Nusa Tenggara Timur",2977,85,1674,1218,"Province",5411321,111.07,121.592271,-8.682205
"10519",2021-01-16,"Papua",14068,159,8159,5750,"Province",4340348,13.6,138.69603,-4.66620953
"10520",2021-01-16,"Papua Barat",6361,105,5744,512,"Province",1140701,11.08,132.9762624,-2.045160182
"10521",2021-01-16,"Riau",27183,635,25021,1527,"Province",6074100,69.8,101.8051092,0.511647851
"10522",2021-01-16,"Sulawesi Barat",2531,57,1697,777,"Province",1559984,92.93,119.3450194,-2.461746053
"10523",2021-01-16,"Sulawesi Selatan",40360,685,34610,5065,"Province",9426885,201.78,120.1620559,-3.731080714
"10524",2021-01-16,"Sulawesi Tengah",5572,144,3149,2279,"Province",2955567,47.79,121.2010927,-1.00413668
"10525",2021-01-16,"Sulawesi Tenggara",8772,168,7186,1418,"Province",2635461,69.23,122.070311,-4.124688793
"10526",2021-01-16,"Sulawesi Utara",11200,350,8099,2751,"Province",2641884,190.17,124.5212396,1.259638212
"10527",2021-01-16,"Sumatera Barat",25432,565,22846,2021,"Province",5519245,131.37,100.4650624,-0.850253225
"10528",2021-01-16,"Sumatera Selatan",12992,633,10490,1869,"Province",8217551,89.72,104.1694647,-3.216211808
"10529",2021-01-16,"Sumatera Utara",19569,708,16824,2037,"Province",14874889,203.82,99.05196442,2.191894453
"10530",2021-01-17,"Aceh",9053,374,7349,1330,"Province",5247257,90.54,96.91052174,4.225614628
"10531",2021-01-17,"Bali",21292,593,18422,2277,"Province",4216171,729.43,115.1317136,-8.369471688
"10532",2021-01-17,"Banten",22110,424,10998,10688,"Province",10722374,1109.64,106.1090043,-6.456736388
"10533",2021-01-17,"Bengkulu",4266,134,3910,222,"Province",1999539,100.38,102.3384213,-3.533583627
"10534",2021-01-17,"DKI Jakarta",227364,3753,201668,21943,"Province",10846145,16334.31,106.8361183,-6.204698991
"10535",2021-01-17,"Daerah Istimewa Yogyakarta",16933,389,11303,5241,"Province",3631015,1158.9,110.4448783,-7.89450185
"10536",2021-01-17,"Gorontalo",4074,106,3694,274,"Province",1180651,104.88,122.3760581,0.687002604
"10538",2021-01-17,"Jambi",3946,63,2758,1125,"Province",3493357,69.79,102.7236404,-1.69769766
"10539",2021-01-17,"Jawa Barat",112588,1351,91535,19702,"Province",45161325,1276.55,107.6037083,-6.920432083
"10540",2021-01-17,"Jawa Tengah",102904,4206,68063,30635,"Province",36364072,1108.64,110.2011149,-7.259097177
"10541",2021-01-17,"Jawa Timur",99513,7411,86722,5380,"Province",40479023,846.78,112.7329414,-7.723345579
"10542",2021-01-17,"Kalimantan Barat",3557,28,3205,324,"Province",5422814,36.81,111.1211776,-0.086474572
"10543",2021-01-17,"Kalimantan Selatan",16724,612,14935,1177,"Province",4023049,103.84,115.4385783,-2.993594979
"10544",2021-01-17,"Kalimantan Tengah",10995,204,9070,1721,"Province",2570289,16.74,113.4176536,-1.602484653
"10545",2021-01-17,"Kalimantan Timur",33614,874,27421,5319,"Province",3552191,27.52,116.4684405,0.45385803
"10546",2021-01-17,"Kalimantan Utara",5630,65,2473,3092,"Province",648407,8.59,116.2188791,2.891012621
"10547",2021-01-17,"Kepulauan Bangka Belitung",3482,63,2803,616,"Province",1379767,84.01,106.5499324,-2.447444127
"10548",2021-01-17,"Kepulauan Riau",7554,185,6725,644,"Province",1929400,235.24,108.261746,3.916346
"10549",2021-01-17,"Lampung",8143,420,5558,2165,"Province",9095591,262.7,105.0214366,-4.916792975
"10550",2021-01-17,"Maluku",6080,81,4957,1042,"Province",1847097,39.37,129.576792,-3.192572
"10551",2021-01-17,"Maluku Utara",3115,94,2603,418,"Province",1307803,40.89,127.5391072,0.212036949
"10552",2021-01-17,"Nusa Tenggara Barat",6543,263,4937,1343,"Province",5270247,283.77,117.5086257,-8.606998866
"10553",2021-01-17,"Nusa Tenggara Timur",3044,86,1702,1256,"Province",5411321,111.07,121.592271,-8.682205
"10554",2021-01-17,"Papua",14100,159,8159,5782,"Province",4340348,13.6,138.69603,-4.66620953
"10555",2021-01-17,"Papua Barat",6373,105,5767,501,"Province",1140701,11.08,132.9762624,-2.045160182
"10556",2021-01-17,"Riau",27371,636,25159,1576,"Province",6074100,69.8,101.8051092,0.511647851
"10557",2021-01-17,"Sulawesi Barat",2531,58,1709,764,"Province",1559984,92.93,119.3450194,-2.461746053
"10558",2021-01-17,"Sulawesi Selatan",41034,687,35116,5231,"Province",9426885,201.78,120.1620559,-3.731080714
"10559",2021-01-17,"Sulawesi Tengah",5635,148,3261,2226,"Province",2955567,47.79,121.2010927,-1.00413668
"10560",2021-01-17,"Sulawesi Tenggara",8836,168,7244,1424,"Province",2635461,69.23,122.070311,-4.124688793
"10561",2021-01-17,"Sulawesi Utara",11340,353,8123,2864,"Province",2641884,190.17,124.5212396,1.259638212
"10562",2021-01-17,"Sumatera Barat",25600,565,22860,2175,"Province",5519245,131.37,100.4650624,-0.850253225
"10563",2021-01-17,"Sumatera Selatan",13068,638,10547,1883,"Province",8217551,89.72,104.1694647,-3.216211808
"10564",2021-01-17,"Sumatera Utara",19647,711,16913,2023,"Province",14874889,203.82,99.05196442,2.191894453
"10565",2021-01-18,"Aceh",9055,377,7375,1303,"Province",5247257,90.54,96.91052174,4.225614628
"10566",2021-01-18,"Bali",21530,598,18665,2267,"Province",4216171,729.43,115.1317136,-8.369471688
"10567",2021-01-18,"Banten",22355,424,11172,10759,"Province",10722374,1109.64,106.1090043,-6.456736388
"10568",2021-01-18,"Bengkulu",4268,135,3951,182,"Province",1999539,100.38,102.3384213,-3.533583627
"10569",2021-01-18,"DKI Jakarta",229725,3789,204469,21467,"Province",10846145,16334.31,106.8361183,-6.204698991
"10570",2021-01-18,"Daerah Istimewa Yogyakarta",17228,395,11590,5243,"Province",3631015,1158.9,110.4448783,-7.89450185
"10571",2021-01-18,"Gorontalo",4080,107,3845,128,"Province",1180651,104.88,122.3760581,0.687002604
"10573",2021-01-18,"Jambi",3975,63,2762,1150,"Province",3493357,69.79,102.7236404,-1.69769766
"10574",2021-01-18,"Jawa Barat",114074,1379,93159,19536,"Province",45161325,1276.55,107.6037083,-6.920432083
"10575",2021-01-18,"Jawa Tengah",104463,4293,69239,30931,"Province",36364072,1108.64,110.2011149,-7.259097177
"10576",2021-01-18,"Jawa Timur",100376,7449,87427,5500,"Province",40479023,846.78,112.7329414,-7.723345579
"10577",2021-01-18,"Kalimantan Barat",3557,28,3205,324,"Province",5422814,36.81,111.1211776,-0.086474572
"10578",2021-01-18,"Kalimantan Selatan",16737,615,15017,1105,"Province",4023049,103.84,115.4385783,-2.993594979
"10579",2021-01-18,"Kalimantan Tengah",11035,204,9170,1661,"Province",2570289,16.74,113.4176536,-1.602484653
"10580",2021-01-18,"Kalimantan Timur",33968,882,27766,5320,"Province",3552191,27.52,116.4684405,0.45385803
"10581",2021-01-18,"Kalimantan Utara",5670,65,2473,3132,"Province",648407,8.59,116.2188791,2.891012621
"10582",2021-01-18,"Kepulauan Bangka Belitung",3542,65,2898,579,"Province",1379767,84.01,106.5499324,-2.447444127
"10583",2021-01-18,"Kepulauan Riau",7639,187,6749,703,"Province",1929400,235.24,108.261746,3.916346
"10584",2021-01-18,"Lampung",8228,426,5595,2207,"Province",9095591,262.7,105.0214366,-4.916792975
"10585",2021-01-18,"Maluku",6109,82,4988,1039,"Province",1847097,39.37,129.576792,-3.192572
"10586",2021-01-18,"Maluku Utara",3134,94,2657,383,"Province",1307803,40.89,127.5391072,0.212036949
"10587",2021-01-18,"Nusa Tenggara Barat",6578,264,4977,1337,"Province",5270247,283.77,117.5086257,-8.606998866
"10588",2021-01-18,"Nusa Tenggara Timur",3145,89,1729,1327,"Province",5411321,111.07,121.592271,-8.682205
"10589",2021-01-18,"Papua",14131,160,8167,5804,"Province",4340348,13.6,138.69603,-4.66620953
"10590",2021-01-18,"Papua Barat",6394,106,5778,510,"Province",1140701,11.08,132.9762624,-2.045160182
"10591",2021-01-18,"Riau",27459,642,25299,1518,"Province",6074100,69.8,101.8051092,0.511647851
"10592",2021-01-18,"Sulawesi Barat",2531,58,1721,752,"Province",1559984,92.93,119.3450194,-2.461746053
"10593",2021-01-18,"Sulawesi Selatan",41695,692,35664,5339,"Province",9426885,201.78,120.1620559,-3.731080714
"10594",2021-01-18,"Sulawesi Tengah",5665,151,3405,2109,"Province",2955567,47.79,121.2010927,-1.00413668
"10595",2021-01-18,"Sulawesi Tenggara",8852,168,7297,1387,"Province",2635461,69.23,122.070311,-4.124688793
"10596",2021-01-18,"Sulawesi Utara",11485,353,8306,2826,"Province",2641884,190.17,124.5212396,1.259638212
"10597",2021-01-18,"Sumatera Barat",25635,567,22864,2204,"Province",5519245,131.37,100.4650624,-0.850253225
"10598",2021-01-18,"Sumatera Selatan",13122,643,10607,1872,"Province",8217551,89.72,104.1694647,-3.216211808
"10599",2021-01-18,"Sumatera Utara",19721,715,16998,2008,"Province",14874889,203.82,99.05196442,2.191894453
"10600",2021-01-19,"Aceh",9071,377,7518,1176,"Province",5247257,90.54,96.91052174,4.225614628
"10601",2021-01-19,"Bali",21777,601,18907,2269,"Province",4216171,729.43,115.1317136,-8.369471688
"10602",2021-01-19,"Banten",22538,426,11209,10903,"Province",10722374,1109.64,106.1090043,-6.456736388
"10603",2021-01-19,"Bengkulu",4293,135,3975,183,"Province",1999539,100.38,102.3384213,-3.533583627
"10604",2021-01-19,"DKI Jakarta",232288,3829,206969,21490,"Province",10846145,16334.31,106.8361183,-6.204698991
"10605",2021-01-19,"Daerah Istimewa Yogyakarta",17515,396,11697,5422,"Province",3631015,1158.9,110.4448783,-7.89450185
"10606",2021-01-19,"Gorontalo",4108,107,3872,129,"Province",1180651,104.88,122.3760581,0.687002604
"10608",2021-01-19,"Jambi",4024,63,2767,1194,"Province",3493357,69.79,102.7236404,-1.69769766
"10609",2021-01-19,"Jawa Barat",115758,1403,94521,19834,"Province",45161325,1276.55,107.6037083,-6.920432083
"10610",2021-01-19,"Jawa Tengah",106076,4399,69954,31723,"Province",36364072,1108.64,110.2011149,-7.259097177
"10611",2021-01-19,"Jawa Timur",101322,7501,88103,5718,"Province",40479023,846.78,112.7329414,-7.723345579
"10612",2021-01-19,"Kalimantan Barat",3602,28,3238,336,"Province",5422814,36.81,111.1211776,-0.086474572
"10613",2021-01-19,"Kalimantan Selatan",16805,617,15059,1129,"Province",4023049,103.84,115.4385783,-2.993594979
"10614",2021-01-19,"Kalimantan Tengah",11100,204,9370,1526,"Province",2570289,16.74,113.4176536,-1.602484653
"10615",2021-01-19,"Kalimantan Timur",34431,891,28154,5386,"Province",3552191,27.52,116.4684405,0.45385803
"10616",2021-01-19,"Kalimantan Utara",5858,65,2474,3319,"Province",648407,8.59,116.2188791,2.891012621
"10617",2021-01-19,"Kepulauan Bangka Belitung",3585,66,2940,579,"Province",1379767,84.01,106.5499324,-2.447444127
"10618",2021-01-19,"Kepulauan Riau",7669,187,6780,702,"Province",1929400,235.24,108.261746,3.916346
"10619",2021-01-19,"Lampung",8352,433,5739,2180,"Province",9095591,262.7,105.0214366,-4.916792975
"10620",2021-01-19,"Maluku",6141,82,5021,1038,"Province",1847097,39.37,129.576792,-3.192572
"10621",2021-01-19,"Maluku Utara",3149,95,2657,397,"Province",1307803,40.89,127.5391072,0.212036949
"10622",2021-01-19,"Nusa Tenggara Barat",6643,266,5000,1377,"Province",5270247,283.77,117.5086257,-8.606998866
"10623",2021-01-19,"Nusa Tenggara Timur",3152,89,1729,1334,"Province",5411321,111.07,121.592271,-8.682205
"10624",2021-01-19,"Papua",14240,160,8176,5904,"Province",4340348,13.6,138.69603,-4.66620953
"10625",2021-01-19,"Papua Barat",6406,106,5788,512,"Province",1140701,11.08,132.9762624,-2.045160182
"10626",2021-01-19,"Riau",27626,646,25440,1540,"Province",6074100,69.8,101.8051092,0.511647851
"10627",2021-01-19,"Sulawesi Barat",2547,58,1721,768,"Province",1559984,92.93,119.3450194,-2.461746053
"10628",2021-01-19,"Sulawesi Selatan",42353,693,36182,5478,"Province",9426885,201.78,120.1620559,-3.731080714
"10629",2021-01-19,"Sulawesi Tengah",5799,152,3588,2059,"Province",2955567,47.79,121.2010927,-1.00413668
"10630",2021-01-19,"Sulawesi Tenggara",8900,168,7330,1402,"Province",2635461,69.23,122.070311,-4.124688793
"10631",2021-01-19,"Sulawesi Utara",11604,354,8369,2881,"Province",2641884,190.17,124.5212396,1.259638212
"10632",2021-01-19,"Sumatera Barat",25743,567,22923,2253,"Province",5519245,131.37,100.4650624,-0.850253225
"10633",2021-01-19,"Sumatera Selatan",13226,646,10694,1886,"Province",8217551,89.72,104.1694647,-3.216211808
"10634",2021-01-19,"Sumatera Utara",19799,716,17084,1999,"Province",14874889,203.82,99.05196442,2.191894453
"10635",2021-01-20,"Aceh",9089,378,7546,1165,"Province",5247257,90.54,96.91052174,4.225614628
"10636",2021-01-20,"Bali",22271,607,19143,2521,"Province",4216171,729.43,115.1317136,-8.369471688
"10637",2021-01-20,"Banten",22824,426,11296,11102,"Province",10722374,1109.64,106.1090043,-6.456736388
"10638",2021-01-20,"Bengkulu",4313,136,3975,202,"Province",1999539,100.38,102.3384213,-3.533583627
"10639",2021-01-20,"DKI Jakarta",236074,3862,210739,21473,"Province",10846145,16334.31,106.8361183,-6.204698991
"10640",2021-01-20,"Daerah Istimewa Yogyakarta",17802,409,11885,5508,"Province",3631015,1158.9,110.4448783,-7.89450185
"10641",2021-01-20,"Gorontalo",4122,108,3881,133,"Province",1180651,104.88,122.3760581,0.687002604
"10643",2021-01-20,"Jambi",4056,63,2802,1191,"Province",3493357,69.79,102.7236404,-1.69769766
"10644",2021-01-20,"Jawa Barat",117572,1416,96010,20146,"Province",45161325,1276.55,107.6037083,-6.920432083
"10645",2021-01-20,"Jawa Tengah",107851,4429,70484,32938,"Province",36364072,1108.64,110.2011149,-7.259097177
"10646",2021-01-20,"Jawa Timur",102262,7558,88804,5900,"Province",40479023,846.78,112.7329414,-7.723345579
"10647",2021-01-20,"Kalimantan Barat",3634,28,3266,340,"Province",5422814,36.81,111.1211776,-0.086474572
"10648",2021-01-20,"Kalimantan Selatan",16837,618,15103,1116,"Province",4023049,103.84,115.4385783,-2.993594979
"10649",2021-01-20,"Kalimantan Tengah",11162,205,9370,1587,"Province",2570289,16.74,113.4176536,-1.602484653
"10650",2021-01-20,"Kalimantan Timur",34974,902,28479,5593,"Province",3552191,27.52,116.4684405,0.45385803
"10651",2021-01-20,"Kalimantan Utara",6049,66,2475,3508,"Province",648407,8.59,116.2188791,2.891012621
"10652",2021-01-20,"Kepulauan Bangka Belitung",3640,69,3027,544,"Province",1379767,84.01,106.5499324,-2.447444127
"10653",2021-01-20,"Kepulauan Riau",7703,188,6808,707,"Province",1929400,235.24,108.261746,3.916346
"10654",2021-01-20,"Lampung",8526,435,5826,2265,"Province",9095591,262.7,105.0214366,-4.916792975
"10655",2021-01-20,"Maluku",6148,82,5036,1030,"Province",1847097,39.37,129.576792,-3.192572
"10656",2021-01-20,"Maluku Utara",3234,95,2661,478,"Province",1307803,40.89,127.5391072,0.212036949
"10657",2021-01-20,"Nusa Tenggara Barat",6707,266,5045,1396,"Province",5270247,283.77,117.5086257,-8.606998866
"10658",2021-01-20,"Nusa Tenggara Timur",3344,93,1763,1488,"Province",5411321,111.07,121.592271,-8.682205
"10659",2021-01-20,"Papua",14300,160,8182,5958,"Province",4340348,13.6,138.69603,-4.66620953
"10660",2021-01-20,"Papua Barat",6414,106,5794,514,"Province",1140701,11.08,132.9762624,-2.045160182
"10661",2021-01-20,"Riau",27748,651,25590,1507,"Province",6074100,69.8,101.8051092,0.511647851
"10662",2021-01-20,"Sulawesi Barat",2549,59,1738,752,"Province",1559984,92.93,119.3450194,-2.461746053
"10663",2021-01-20,"Sulawesi Selatan",43014,697,36807,5510,"Province",9426885,201.78,120.1620559,-3.731080714
"10664",2021-01-20,"Sulawesi Tengah",5931,154,3716,2061,"Province",2955567,47.79,121.2010927,-1.00413668
"10665",2021-01-20,"Sulawesi Tenggara",8939,168,7374,1397,"Province",2635461,69.23,122.070311,-4.124688793
"10666",2021-01-20,"Sulawesi Utara",11839,356,8414,3069,"Province",2641884,190.17,124.5212396,1.259638212
"10667",2021-01-20,"Sumatera Barat",25910,574,22940,2396,"Province",5519245,131.37,100.4650624,-0.850253225
"10668",2021-01-20,"Sumatera Selatan",13336,647,10821,1868,"Province",8217551,89.72,104.1694647,-3.216211808
"10669",2021-01-20,"Sumatera Utara",19879,718,17174,1987,"Province",14874889,203.82,99.05196442,2.191894453
"10670",2021-01-21,"Aceh",9100,378,7582,1140,"Province",5247257,90.54,96.91052174,4.225614628
"10671",2021-01-21,"Bali",22754,611,19360,2783,"Province",4216171,729.43,115.1317136,-8.369471688
"10672",2021-01-21,"Banten",23060,429,11298,11333,"Province",10722374,1109.64,106.1090043,-6.456736388
"10673",2021-01-21,"Bengkulu",4363,136,3975,252,"Province",1999539,100.38,102.3384213,-3.533583627
"10674",2021-01-21,"DKI Jakarta",239225,3892,213309,22024,"Province",10846145,16334.31,106.8361183,-6.204698991
"10675",2021-01-21,"Daerah Istimewa Yogyakarta",18258,418,12092,5748,"Province",3631015,1158.9,110.4448783,-7.89450185
"10676",2021-01-21,"Gorontalo",4129,108,3883,138,"Province",1180651,104.88,122.3760581,0.687002604
"10678",2021-01-21,"Jambi",4127,63,2820,1244,"Province",3493357,69.79,102.7236404,-1.69769766
"10679",2021-01-21,"Jawa Barat",118800,1489,97604,19707,"Province",45161325,1276.55,107.6037083,-6.920432083
"10680",2021-01-21,"Jawa Tengah",109827,4531,71605,33691,"Province",36364072,1108.64,110.2011149,-7.259097177
"10681",2021-01-21,"Jawa Timur",103384,7609,89717,6058,"Province",40479023,846.78,112.7329414,-7.723345579
"10682",2021-01-21,"Kalimantan Barat",3659,28,3296,335,"Province",5422814,36.81,111.1211776,-0.086474572
"10683",2021-01-21,"Kalimantan Selatan",16943,620,15180,1143,"Province",4023049,103.84,115.4385783,-2.993594979
"10684",2021-01-21,"Kalimantan Tengah",11216,205,9370,1641,"Province",2570289,16.74,113.4176536,-1.602484653
"10685",2021-01-21,"Kalimantan Timur",35470,913,28773,5784,"Province",3552191,27.52,116.4684405,0.45385803
"10686",2021-01-21,"Kalimantan Utara",6098,66,2476,3556,"Province",648407,8.59,116.2188791,2.891012621
"10687",2021-01-21,"Kepulauan Bangka Belitung",3719,74,3087,558,"Province",1379767,84.01,106.5499324,-2.447444127
"10688",2021-01-21,"Kepulauan Riau",7733,190,6829,714,"Province",1929400,235.24,108.261746,3.916346
"10689",2021-01-21,"Lampung",8654,440,6043,2171,"Province",9095591,262.7,105.0214366,-4.916792975
"10690",2021-01-21,"Maluku",6165,82,5068,1015,"Province",1847097,39.37,129.576792,-3.192572
"10691",2021-01-21,"Maluku Utara",3241,95,2661,485,"Province",1307803,40.89,127.5391072,0.212036949
"10692",2021-01-21,"Nusa Tenggara Barat",6797,269,5142,1386,"Province",5270247,283.77,117.5086257,-8.606998866
"10693",2021-01-21,"Nusa Tenggara Timur",3388,93,1788,1507,"Province",5411321,111.07,121.592271,-8.682205
"10694",2021-01-21,"Papua",14390,160,8200,6030,"Province",4340348,13.6,138.69603,-4.66620953
"10695",2021-01-21,"Papua Barat",6462,107,5826,529,"Province",1140701,11.08,132.9762624,-2.045160182
"10696",2021-01-21,"Riau",27885,656,25686,1543,"Province",6074100,69.8,101.8051092,0.511647851
"10697",2021-01-21,"Sulawesi Barat",2790,63,1742,985,"Province",1559984,92.93,119.3450194,-2.461746053
"10698",2021-01-21,"Sulawesi Selatan",43659,699,37449,5511,"Province",9426885,201.78,120.1620559,-3.731080714
"10699",2021-01-21,"Sulawesi Tengah",6011,156,3766,2089,"Province",2955567,47.79,121.2010927,-1.00413668
"10700",2021-01-21,"Sulawesi Tenggara",9016,169,7375,1472,"Province",2635461,69.23,122.070311,-4.124688793
"10701",2021-01-21,"Sulawesi Utara",11931,358,8496,3077,"Province",2641884,190.17,124.5212396,1.259638212
"10702",2021-01-21,"Sumatera Barat",26091,578,22989,2524,"Province",5519245,131.37,100.4650624,-0.850253225
"10703",2021-01-21,"Sumatera Selatan",13437,653,10870,1914,"Province",8217551,89.72,104.1694647,-3.216211808
"10704",2021-01-21,"Sumatera Utara",19962,719,17254,1989,"Province",14874889,203.82,99.05196442,2.191894453
"10705",2021-01-22,"Aceh",9115,378,7588,1149,"Province",5247257,90.54,96.91052174,4.225614628
"10706",2021-01-22,"Bali",23067,620,19600,2847,"Province",4216171,729.43,115.1317136,-8.369471688
"10707",2021-01-22,"Banten",23380,429,11370,11581,"Province",10722374,1109.64,106.1090043,-6.456736388
